Iref,period,LLE_per_cycle,eig1_mag,eig2_mag,duty
1.990000000000001101e+00,9.900000000000000000e+01,1.877693287650656906e-01,2.261632083239901281e+00,7.351243171666851928e-02,4.897314359302975539e-01
2.000000000000001332e+00,9.900000000000000000e+01,1.708935561044399032e-01,5.352614288491253092e-01,5.352614288491253092e-01,4.915671282388989205e-01
2.010000000000001119e+00,1.000000000000000000e+01,-3.676795091565538964e-01,1.642749083932012466e+00,8.100001234787626569e-02,4.929069378428510562e-01
2.020000000000001350e+00,9.900000000000000000e+01,1.871133794879447088e-01,1.897751763253153201e-01,1.897751763253153201e-01,4.961515951952877312e-01
2.030000000000001137e+00,9.900000000000000000e+01,2.100165005857739520e-01,9.999999983634211276e-01,2.865047966602197738e-01,4.939116829806668996e-01
2.040000000000001368e+00,9.900000000000000000e+01,2.065171370989072885e-01,9.999999999700223130e-01,2.865047969458980326e-01,4.965757258814995634e-01
2.050000000000001155e+00,9.900000000000000000e+01,2.023665450592383452e-01,1.000000000583867177e+00,2.865047969246314885e-01,4.979325417667405662e-01
2.060000000000001386e+00,9.900000000000000000e+01,2.163699116969184377e-01,2.216032362326104954e-01,2.216032362326104954e-01,4.988709334409765495e-01
2.070000000000001172e+00,6.000000000000000000e+00,-2.743611286649121905e-01,3.059084924237265857e-01,9.586665371204278197e-02,4.973696356970649379e-01
2.080000000000001403e+00,1.200000000000000000e+01,-9.345816000020686076e-02,9.999999983634211276e-01,2.865047968257962707e-01,5.035409028289121736e-01
2.090000000000001190e+00,9.900000000000000000e+01,1.375554769374748854e-01,9.999999983634211276e-01,2.865047968796899380e-01,5.048407141898052508e-01
2.100000000000001421e+00,9.900000000000000000e+01,2.181727735838606130e-01,4.648109139442621052e-01,4.535486683153261422e-02,5.037171861485297830e-01
2.110000000000001208e+00,9.900000000000000000e+01,2.271350811865597286e-01,9.999999957541756412e-01,2.865047966535829160e-01,5.078532002126535660e-01
2.120000000000001439e+00,9.900000000000000000e+01,2.453117518068960723e-01,9.999999983634211276e-01,2.865047967217238534e-01,5.094031523663475891e-01
2.130000000000001226e+00,9.900000000000000000e+01,2.582983368601000640e-01,9.999999983634211276e-01,2.865047968632746245e-01,5.077623466613774283e-01
2.140000000000001457e+00,9.900000000000000000e+01,2.759568519277420529e-01,2.376879830347904676e-01,2.376879830347904676e-01,5.121302622657244452e-01
2.150000000000001243e+00,9.900000000000000000e+01,2.872124768033517128e-01,1.000000000583867177e+00,2.865047970265071631e-01,5.117894196921282113e-01
2.160000000000001474e+00,9.900000000000000000e+01,2.641770442796271268e-01,1.381022802672986272e+00,3.038145899735966715e-02,5.160089622666186315e-01
2.170000000000001261e+00,9.900000000000000000e+01,3.419115722097013782e-02,1.000000000256826338e+00,2.865047967975647980e-01,5.171032936850918915e-01
2.180000000000001492e+00,9.900000000000000000e+01,3.195639892977794050e-01,1.613717335256831920e+00,3.867766311163042814e-02,5.117079860849829132e-01
2.190000000000001279e+00,9.900000000000000000e+01,3.501427730279974559e-01,2.474400004102433659e+00,7.331818166525647107e-02,5.155766175815448271e-01
2.200000000000001510e+00,9.900000000000000000e+01,3.532742705270268679e-01,1.840576490243964303e+00,6.618265487788539680e-02,5.164991344485052593e-01
2.210000000000001297e+00,9.900000000000000000e+01,3.556297379980930540e-01,2.033904258668848275e+00,4.188666610558325343e-02,5.203512275954622623e-01
2.220000000000001528e+00,9.900000000000000000e+01,3.545563875968006928e-01,1.000000001054571097e+00,2.865047968287305902e-01,5.223579998634619859e-01
2.230000000000001315e+00,9.900000000000000000e+01,3.639237131759442967e-01,1.000000001327699506e+00,2.865047970092157170e-01,5.169852908193317553e-01
2.240000000000001545e+00,9.900000000000000000e+01,3.529034983161735695e-01,2.347112760168423851e+00,6.340397644639354791e-02,5.190238572671292960e-01
2.250000000000001332e+00,9.900000000000000000e+01,3.578780614386575798e-01,1.813416328984092329e+00,6.997444933938662404e-02,5.240356964507520976e-01
2.260000000000001563e+00,9.900000000000000000e+01,3.357577235936182181e-01,2.027446399889349049e+00,4.806731097123831398e-02,5.284621443177679456e-01
2.270000000000001350e+00,9.900000000000000000e+01,3.698448526431749595e-01,2.114913090335575507e+00,5.497799932380925680e-02,5.277290809206229838e-01
2.280000000000001581e+00,9.900000000000000000e+01,3.409733646273509500e-01,1.529912869925082797e+00,1.003910330175173671e-01,5.336823909214913897e-01
2.290000000000001368e+00,9.900000000000000000e+01,3.446619776452922168e-01,1.000000000860965299e+00,2.865047970134639299e-01,5.276944979137485614e-01
2.300000000000001599e+00,9.900000000000000000e+01,3.567917852429599024e-01,1.968654358473387989e+00,4.913723251122789626e-02,5.318714336564401846e-01
2.310000000000001386e+00,9.900000000000000000e+01,3.766271861736477100e-01,1.894738964420006777e+00,4.694244188094684467e-02,5.255936001634048393e-01
